date,state,positive,death,hospitalizedCurrently,positiveIncrease,deathIncrease,totalTestResults,hospitalizedIncrease,inIcuCurrently,onVentilatorCurrently
2020-11-26,IL,697489.0,12596.0,6032.0,12022,156,10212093.0,0,1224.0,724.0
2020-11-27,IL,705063.0,12686.0,5829.0,7574,90,10289223.0,0,1215.0,698.0
2020-11-28,IL,712936.0,12838.0,5775.0,7873,152,10368278.0,0,1211.0,686.0
2020-11-29,IL,720114.0,12882.0,5858.0,7178,44,10431018.0,0,1185.0,723.0
2020-11-30,IL,726304.0,12985.0,5849.0,6190,103,10497998.0,0,1217.0,715.0
2020-12-01,IL,738846.0,13131.0,5835.0,12542,146,10614079.0,0,1195.0,721.0
2020-12-02,IL,748603.0,13397.0,5764.0,9757,266,10699586.0,0,1190.0,714.0
2020-12-03,IL,759562.0,13625.0,5653.0,10959,228,10806364.0,0,1170.0,693.0
2020-12-04,IL,770088.0,13782.0,5453.0,10526,157,10918998.0,0,1153.0,703.0
2020-12-05,IL,779975.0,14017.0,5331.0,9887,235,11021676.0,0,1134.0,694.0
2020-12-06,IL,787573.0,14116.0,5160.0,7598,99,11101214.0,0,1103.0,643.0
2020-02-27,IN,0.0,0.0,0.0,0,0,1.0,0,0.0,0.0
2020-02-28,IN,0.0,0.0,0.0,0,0,2.0,0,0.0,0.0
2020-02-29,IN,0.0,0.0,0.0,0,0,4.0,0,0.0,0.0
2020-03-01,IN,0.0,0.0,0.0,0,0,6.0,0,0.0,0.0
2020-03-02,IN,0.0,0.0,0.0,0,0,6.0,0,0.0,0.0
2020-03-03,IN,0.0,0.0,0.0,0,0,8.0,0,0.0,0.0
2020-03-04,IN,0.0,0.0,0.0,0,0,12.0,0,0.0,0.0
2020-03-05,IN,0.0,0.0,0.0,0,0,17.0,0,0.0,0.0
2020-03-06,IN,1.0,0.0,0.0,1,0,19.0,0,0.0,0.0
2020-03-07,IN,1.0,0.0,0.0,0,0,27.0,0,0.0,0.0
2020-03-08,IN,2.0,0.0,0.0,1,0,33.0,0,0.0,0.0
2020-03-09,IN,2.0,0.0,0.0,0,0,42.0,0,0.0,0.0
2020-03-10,IN,6.0,0.0,0.0,4,0,75.0,0,0.0,0.0
2020-03-11,IN,10.0,0.0,0.0,4,0,133.0,0,0.0,0.0
2020-03-12,IN,12.0,0.0,0.0,2,0,201.0,0,0.0,0.0
2020-03-13,IN,12.0,0.0,0.0,0,0,411.0,0,0.0,0.0
2020-03-14,IN,15.0,0.0,0.0,3,0,675.0,0,0.0,0.0
2020-03-15,IN,19.0,0.0,0.0,4,0,963.0,0,0.0,0.0
2020-03-16,IN,24.0,1.0,0.0,5,1,1122.0,0,0.0,0.0
2020-03-17,IN,30.0,2.0,0.0,6,1,1807.0,0,0.0,0.0
2020-03-18,IN,39.0,2.0,0.0,9,0,2597.0,0,0.0,0.0
2020-03-19,IN,56.0,2.0,0.0,17,0,3494.0,0,0.0,0.0
2020-03-20,IN,79.0,2.0,0.0,23,0,4672.0,0,0.0,0.0
2020-03-21,IN,126.0,4.0,0.0,47,2,6495.0,1,0.0,0.0
2020-03-22,IN,201.0,6.0,0.0,75,2,7239.0,0,0.0,0.0
2020-03-23,IN,259.0,7.0,0.0,58,1,8302.0,0,0.0,0.0
2020-03-24,IN,365.0,12.0,0.0,106,5,9869.0,0,0.0,0.0
2020-03-25,IN,477.0,14.0,0.0,112,2,11592.0,0,0.0,0.0
2020-03-26,IN,645.0,17.0,0.0,168,3,14049.0,-1,0.0,0.0
2020-03-27,IN,981.0,24.0,0.0,336,7,16789.0,0,0.0,0.0
2020-03-28,IN,1232.0,31.0,0.0,251,7,19139.0,0,0.0,0.0
2020-03-29,IN,1514.0,32.0,0.0,282,1,20572.0,0,0.0,0.0
2020-03-30,IN,1786.0,35.0,0.0,272,3,22281.0,0,0.0,0.0
2020-03-31,IN,2159.0,49.0,0.0,373,14,24340.0,0,0.0,0.0
2020-04-01,IN,2565.0,65.0,0.0,406,16,26892.0,0,0.0,0.0
2020-04-02,IN,3039.0,78.0,0.0,474,13,29590.0,0,0.0,0.0
2020-04-03,IN,3437.0,102.0,0.0,398,24,32452.0,0,0.0,0.0
2020-04-04,IN,3953.0,116.0,0.0,516,14,35461.0,0,0.0,0.0
2020-04-05,IN,4411.0,127.0,0.0,458,11,37250.0,0,0.0,0.0
2020-04-06,IN,4944.0,139.0,0.0,533,12,38481.0,0,924.0,507.0
2020-04-07,IN,5507.0,173.0,0.0,563,34,41178.0,0,924.0,507.0
2020-04-08,IN,5943.0,203.0,0.0,436,30,44194.0,0,924.0,507.0
2020-04-09,IN,6351.0,245.0,0.0,408,42,47575.0,0,924.0,507.0
2020-04-10,IN,6907.0,300.0,0.0,556,55,50625.0,0,820.0,497.0
2020-04-11,IN,7435.0,330.0,0.0,528,30,53756.0,0,820.0,497.0
2020-04-12,IN,7928.0,343.0,0.0,493,13,55481.0,0,820.0,497.0
2020-04-13,IN,8236.0,350.0,0.0,308,7,56357.0,0,740.0,459.0
2020-04-14,IN,8527.0,388.0,0.0,291,38,60244.0,0,721.0,435.0
2020-04-15,IN,8955.0,436.0,0.0,428,48,64305.0,0,737.0,422.0
2020-04-16,IN,9542.0,477.0,0.0,587,41,68118.0,0,696.0,426.0
2020-04-17,IN,10154.0,519.0,0.0,612,42,72663.0,0,638.0,417.0
2020-04-18,IN,10641.0,545.0,0.0,487,26,77494.0,0,663.0,360.0
2020-04-19,IN,11210.0,562.0,0.0,569,17,79500.0,0,649.0,342.0
2020-04-20,IN,11686.0,569.0,0.0,476,7,80838.0,0,669.0,353.0
2020-04-21,IN,12097.0,630.0,0.0,411,61,85700.0,0,676.0,368.0
2020-04-22,IN,12438.0,661.0,0.0,341,31,90226.0,0,633.0,334.0
2020-04-23,IN,13039.0,706.0,0.0,601,45,94811.0,0,652.0,333.0
2020-04-24,IN,13680.0,741.0,0.0,641,35,100093.0,0,621.0,325.0
2020-04-25,IN,14395.0,785.0,1515.0,715,44,104423.0,0,598.0,324.0
2020-04-26,IN,15012.0,813.0,1446.0,617,28,107168.0,0,589.0,310.0
2020-04-27,IN,15961.0,844.0,1493.0,949,31,109455.0,0,581.0,284.0
2020-04-28,IN,16588.0,901.0,1518.0,627,57,115095.0,0,546.0,275.0
2020-04-29,IN,17182.0,1065.0,1484.0,594,164,121134.0,0,570.0,262.0
2020-04-30,IN,17835.0,1114.0,1466.0,653,49,127373.0,0,549.0,275.0
2020-05-01,IN,18630.0,1175.0,1431.0,795,61,134209.0,0,514.0,257.0
2020-05-02,IN,19295.0,1229.0,1456.0,665,54,141843.0,0,487.0,244.0
2020-05-03,IN,19933.0,1246.0,1398.0,638,17,145722.0,0,476.0,242.0
2020-05-04,IN,20507.0,1264.0,1449.0,574,18,147943.0,0,483.0,249.0
2020-05-05,IN,21033.0,1326.0,1537.0,526,62,154860.0,0,480.0,272.0
2020-05-06,IN,21870.0,1377.0,1558.0,837,51,162664.0,0,526.0,281.0
2020-05-07,IN,22503.0,1414.0,1457.0,633,37,169707.0,0,487.0,228.0
2020-05-08,IN,23146.0,1447.0,1379.0,643,33,177366.0,4389,481.0,219.0
2020-05-09,IN,23732.0,1490.0,1361.0,586,43,185185.0,0,458.0,213.0
2020-05-10,IN,24126.0,1508.0,1328.0,394,18,189024.0,0,462.0,205.0
2020-05-11,IN,24627.0,1540.0,1346.0,501,32,190674.0,0,452.0,213.0
2020-05-12,IN,25127.0,1578.0,1283.0,500,38,199304.0,0,472.0,212.0
2020-05-13,IN,25473.0,1619.0,1336.0,346,41,207694.0,0,481.0,217.0
2020-05-14,IN,26053.0,1646.0,1381.0,580,27,216287.0,0,488.0,217.0
2020-05-15,IN,26655.0,1691.0,1294.0,602,45,225848.0,0,492.0,213.0
2020-05-16,IN,27280.0,1741.0,1274.0,625,50,237155.0,0,426.0,199.0
2020-05-17,IN,27778.0,1751.0,1246.0,498,10,240832.0,0,441.0,205.0
2020-05-18,IN,28255.0,1765.0,1244.0,477,14,243140.0,0,426.0,212.0
2020-05-19,IN,28705.0,1824.0,1268.0,450,59,253183.0,0,421.0,206.0
2020-05-20,IN,29274.0,1864.0,1288.0,569,40,262053.0,0,431.0,197.0
2020-05-21,IN,29936.0,1913.0,1166.0,662,49,270213.0,0,409.0,175.0
2020-05-22,IN,30409.0,1941.0,1203.0,473,28,279315.0,896,416.0,173.0
2020-05-23,IN,30901.0,1943.0,1138.0,492,2,289048.0,0,403.0,173.0
2020-05-24,IN,31376.0,1976.0,1112.0,475,33,292444.0,0,396.0,173.0
2020-05-25,IN,31715.0,1976.0,1102.0,339,0,294681.0,0,365.0,169.0
2020-05-26,IN,32078.0,2004.0,1088.0,363,28,296939.0,0,365.0,163.0
2020-05-27,IN,32437.0,2030.0,1122.0,359,26,306808.0,0,400.0,182.0
2020-05-28,IN,33068.0,2068.0,1131.0,631,38,314752.0,0,411.0,178.0
2020-05-29,IN,33558.0,2110.0,1149.0,490,42,323632.0,0,412.0,161.0
2020-05-30,IN,34211.0,2125.0,1149.0,653,15,332937.0,0,412.0,161.0
2020-05-31,IN,34574.0,2134.0,1050.0,363,9,336335.0,0,372.0,143.0
2020-06-01,IN,34830.0,2142.0,1041.0,256,8,338510.0,575,366.0,148.0
2020-06-02,IN,35237.0,2197.0,961.0,407,55,348480.0,42,358.0,140.0
2020-06-03,IN,35712.0,2207.0,1017.0,475,10,355700.0,50,358.0,138.0
2020-06-04,IN,36096.0,2231.0,979.0,384,24,364008.0,47,372.0,144.0
2020-06-05,IN,36578.0,2258.0,924.0,482,27,372653.0,54,368.0,147.0
2020-06-06,IN,36997.0,2292.0,926.0,419,34,382160.0,38,344.0,133.0
2020-06-07,IN,37397.0,2303.0,913.0,400,11,386499.0,45,335.0,133.0
2020-06-08,IN,37623.0,2316.0,902.0,226,13,388864.0,43,346.0,130.0
2020-06-09,IN,38033.0,2339.0,853.0,410,23,400544.0,46,307.0,113.0
2020-06-10,IN,38337.0,2355.0,894.0,304,16,409083.0,36,307.0,113.0
2020-06-11,IN,38748.0,2380.0,887.0,411,25,419177.0,53,331.0,118.0
2020-06-12,IN,39146.0,2396.0,906.0,398,16,431249.0,35,329.0,116.0
2020-06-13,IN,39543.0,2413.0,871.0,397,17,444384.0,0,316.0,118.0
2020-06-14,IN,39909.0,2422.0,869.0,366,9,451117.0,70,301.0,113.0
2020-06-15,IN,40430.0,2433.0,882.0,521,11,453963.0,32,305.0,123.0
2020-06-16,IN,40786.0,2447.0,860.0,356,14,467821.0,30,313.0,121.0
2020-06-17,IN,41013.0,2475.0,789.0,227,28,480962.0,45,238.0,105.0
2020-06-18,IN,41438.0,2491.0,754.0,425,16,494589.0,63,236.0,103.0
2020-06-19,IN,41746.0,2516.0,773.0,308,25,508258.0,142,259.0,111.0
2020-06-20,IN,42061.0,2536.0,768.0,315,20,521714.0,24,231.0,113.0
2020-06-21,IN,42423.0,2540.0,744.0,362,4,528107.0,33,226.0,124.0
2020-06-22,IN,42633.0,2553.0,756.0,210,13,530904.0,31,283.0,108.0
2020-06-23,IN,42871.0,2569.0,736.0,238,16,544538.0,34,297.0,110.0
2020-06-24,IN,43140.0,2578.0,701.0,269,9,557421.0,30,263.0,89.0
2020-06-25,IN,43655.0,2586.0,723.0,515,8,569065.0,29,276.0,91.0
2020-06-26,IN,44140.0,2595.0,692.0,485,9,581209.0,32,281.0,94.0
2020-06-27,IN,44575.0,2616.0,595.0,435,21,593997.0,38,257.0,82.0
2020-06-28,IN,44930.0,2619.0,617.0,355,3,599421.0,21,266.0,86.0
2020-06-29,IN,45228.0,2624.0,626.0,298,5,603189.0,21,265.0,85.0
2020-06-30,IN,45594.0,2640.0,695.0,366,16,616453.0,41,272.0,97.0
2020-07-01,IN,45952.0,2650.0,668.0,358,10,628495.0,30,232.0,103.0
2020-07-02,IN,46387.0,2662.0,644.0,435,12,639174.0,44,221.0,89.0
2020-07-03,IN,46915.0,2681.0,633.0,528,19,651177.0,36,217.0,81.0
2020-07-04,IN,47432.0,2687.0,632.0,517,6,657897.0,41,218.0,87.0
2020-07-05,IN,48008.0,2693.0,632.0,576,6,660576.0,38,218.0,87.0
2020-07-06,IN,48331.0,2698.0,613.0,323,5,663982.0,31,229.0,88.0
2020-07-07,IN,48626.0,2717.0,655.0,295,19,678639.0,48,213.0,76.0
2020-07-08,IN,49063.0,2732.0,667.0,437,15,691531.0,32,217.0,87.0
2020-07-09,IN,49575.0,2739.0,686.0,512,7,703050.0,21,226.0,89.0
2020-07-10,IN,50300.0,2748.0,667.0,725,9,715415.0,72,217.0,87.0
2020-07-11,IN,51079.0,2756.0,714.0,779,8,728990.0,0,237.0,72.0
2020-07-12,IN,51612.0,2760.0,702.0,533,4,735038.0,69,237.0,68.0
2020-07-13,IN,52037.0,2762.0,764.0,425,2,739500.0,47,255.0,71.0
2020-07-14,IN,52685.0,2775.0,767.0,648,13,756068.0,59,266.0,73.0
2020-07-15,IN,53370.0,2785.0,881.0,685,10,771713.0,53,284.0,79.0
2020-07-16,IN,54080.0,2795.0,827.0,710,10,786654.0,61,292.0,86.0
2020-07-17,IN,54813.0,2803.0,815.0,733,8,803680.0,67,258.0,80.0
2020-07-18,IN,55654.0,2820.0,798.0,841,17,820953.0,47,245.0,84.0
2020-07-19,IN,56571.0,2822.0,786.0,917,2,828193.0,34,244.0,81.0
2020-07-20,IN,57206.0,2825.0,805.0,635,3,832400.0,46,248.0,85.0
2020-07-21,IN,57916.0,2846.0,803.0,710,21,850089.0,0,267.0,82.0
2020-07-22,IN,58673.0,2863.0,869.0,757,17,867123.0,79,327.0,85.0
2020-07-23,IN,59602.0,2880.0,869.0,929,17,883439.0,46,327.0,85.0
2020-07-24,IN,60598.0,2884.0,850.0,996,4,900019.0,62,313.0,69.0
2020-07-25,IN,61520.0,2895.0,824.0,922,11,917369.0,52,281.0,63.0
2020-07-26,IN,62372.0,2903.0,834.0,852,8,924160.0,221,282.0,62.0
2020-07-27,IN,62907.0,2906.0,835.0,535,3,927753.0,43,291.0,66.0
2020-07-28,IN,63678.0,2924.0,907.0,771,18,946073.0,61,304.0,69.0
2020-07-29,IN,64299.0,2932.0,837.0,621,8,963913.0,82,279.0,69.0
2020-07-30,IN,65253.0,2946.0,831.0,954,14,980125.0,80,301.0,69.0
2020-07-31,IN,66154.0,2965.0,865.0,901,19,996265.0,60,280.0,81.0
2020-08-01,IN,67122.0,2971.0,977.0,968,6,1013342.0,54,322.0,81.0
2020-08-02,IN,67857.0,2975.0,873.0,735,4,1020137.0,67,322.0,77.0
2020-08-03,IN,68433.0,2980.0,904.0,576,5,1024232.0,156,310.0,81.0
2020-08-04,IN,69255.0,2996.0,980.0,822,16,1044015.0,144,375.0,83.0
2020-08-05,IN,69975.0,3007.0,923.0,720,11,1063832.0,0,308.0,93.0
2020-08-06,IN,71015.0,3013.0,1009.0,1040,6,1083179.0,119,301.0,82.0
2020-08-07,IN,72254.0,3023.0,990.0,1239,10,1103047.0,87,295.0,76.0
2020-08-08,IN,73287.0,3036.0,960.0,1033,13,1123961.0,0,284.0,85.0
2020-08-09,IN,74328.0,3041.0,960.0,1041,5,1131749.0,0,289.0,78.0
2020-08-10,IN,74992.0,3044.0,921.0,664,3,1137072.0,0,305.0,81.0
2020-08-11,IN,75862.0,3069.0,964.0,870,25,1160241.0,245,327.0,87.0
2020-08-12,IN,76522.0,3086.0,936.0,660,17,1180636.0,79,294.0,84.0
2020-08-13,IN,77565.0,3105.0,991.0,1043,19,1202347.0,0,290.0,86.0
2020-08-14,IN,78632.0,3113.0,910.0,1067,8,1225095.0,123,291.0,80.0
2020-08-15,IN,79676.0,3128.0,922.0,1044,15,1249665.0,71,267.0,88.0
2020-08-16,IN,80415.0,3133.0,944.0,739,5,1257312.0,63,265.0,92.0
2020-08-17,IN,81006.0,3135.0,900.0,591,2,1265033.0,38,262.0,95.0
2020-08-18,IN,81847.0,3165.0,849.0,841,30,1291302.0,64,251.0,94.0
2020-08-19,IN,82336.0,3180.0,842.0,489,15,1318432.0,53,249.0,88.0
2020-08-20,IN,83277.0,3191.0,921.0,941,11,1345081.0,55,257.0,78.0
2020-08-21,IN,84317.0,3208.0,860.0,1040,17,1370254.0,-13,252.0,81.0
2020-08-22,IN,85317.0,3218.0,883.0,1000,10,1394044.0,87,235.0,76.0
2020-08-23,IN,85932.0,3220.0,894.0,615,2,1403132.0,62,252.0,70.0
2020-08-24,IN,87592.0,3225.0,912.0,1660,5,1409869.0,62,248.0,75.0
2020-08-25,IN,88421.0,3241.0,987.0,829,16,1431571.0,74,276.0,77.0
2020-08-26,IN,89359.0,3259.0,948.0,938,18,1453258.0,188,283.0,75.0
2020-08-27,IN,90504.0,3266.0,882.0,1145,7,1475272.0,142,279.0,71.0
2020-08-28,IN,91313.0,3277.0,867.0,809,11,1496996.0,71,281.0,67.0
2020-08-29,IN,92434.0,3285.0,880.0,1121,8,1517663.0,21,278.0,72.0
2020-08-30,IN,93313.0,3291.0,883.0,879,6,1524731.0,4,267.0,79.0
2020-08-31,IN,94196.0,3296.0,881.0,883,5,1529332.0,200,222.0,79.0
2020-09-01,IN,94891.0,3312.0,848.0,695,16,1550884.0,51,239.0,74.0
2020-09-02,IN,95750.0,3325.0,887.0,859,13,1573617.0,49,247.0,69.0
2020-09-03,IN,96854.0,3332.0,856.0,1104,7,1597586.0,53,257.0,79.0
2020-09-04,IN,97884.0,3350.0,865.0,1030,18,1621012.0,69,262.0,78.0
2020-09-05,IN,98961.0,3362.0,771.0,1077,12,1642534.0,53,249.0,77.0
2020-09-06,IN,99804.0,3364.0,751.0,843,2,1649026.0,47,232.0,70.0
2020-09-07,IN,100394.0,3368.0,771.0,590,4,1653702.0,45,236.0,63.0
2020-09-08,IN,100780.0,3380.0,839.0,386,12,1659683.0,57,246.0,65.0
2020-09-09,IN,101485.0,3397.0,763.0,705,17,1691283.0,61,229.0,70.0
2020-09-10,IN,102243.0,3410.0,833.0,758,13,1719488.0,63,239.0,68.0
2020-09-11,IN,103505.0,3420.0,809.0,1262,10,1747306.0,60,225.0,68.0
2020-09-12,IN,104561.0,3437.0,807.0,1056,17,1771905.0,59,234.0,70.0
2020-09-13,IN,105804.0,3438.0,731.0,1243,1,1778789.0,39,219.0,72.0
2020-09-14,IN,106540.0,3439.0,844.0,736,1,1783169.0,47,230.0,74.0
2020-09-15,IN,107229.0,3460.0,809.0,689,21,1809547.0,62,230.0,68.0
2020-09-16,IN,107809.0,3472.0,788.0,580,12,1838954.0,60,237.0,68.0
2020-09-17,IN,108646.0,3478.0,778.0,837,6,1866052.0,64,241.0,72.0
2020-09-18,IN,109683.0,3495.0,804.0,1037,17,1892398.0,53,235.0,76.0
2020-09-19,IN,110759.0,3503.0,762.0,1076,8,1914449.0,56,239.0,74.0
2020-09-20,IN,111505.0,3506.0,754.0,746,3,1920887.0,52,218.0,72.0
2020-09-21,IN,112027.0,3512.0,766.0,522,6,1925159.0,41,228.0,72.0
2020-09-22,IN,112626.0,3520.0,759.0,599,8,1952598.0,81,254.0,79.0
2020-09-23,IN,113337.0,3530.0,815.0,711,10,1983626.0,47,272.0,78.0
2020-09-24,IN,114236.0,3548.0,840.0,899,18,2009701.0,76,261.0,83.0
2020-09-25,IN,115407.0,3566.0,856.0,1171,18,2036233.0,75,258.0,83.0
2020-09-26,IN,116549.0,3577.0,910.0,1142,11,2058965.0,58,259.0,92.0
2020-09-27,IN,117450.0,3580.0,910.0,901,3,2066481.0,75,282.0,92.0
2020-09-28,IN,118322.0,3591.0,957.0,872,11,2071583.0,58,299.0,93.0
2020-09-29,IN,119066.0,3612.0,942.0,744,21,2101635.0,104,288.0,94.0
2020-09-30,IN,120019.0,3632.0,975.0,953,20,2133262.0,56,265.0,96.0
2020-10-01,IN,121176.0,3645.0,919.0,1157,13,2159880.0,97,265.0,102.0
2020-10-02,IN,122640.0,3656.0,963.0,1464,11,2186481.0,72,292.0,102.0
2020-10-03,IN,124059.0,3669.0,911.0,1419,13,2212210.0,85,281.0,104.0
2020-10-04,IN,125146.0,3674.0,950.0,1087,5,2220593.0,80,279.0,102.0
2020-10-05,IN,125976.0,3681.0,1019.0,830,7,2226835.0,91,308.0,103.0
2020-10-06,IN,126946.0,3711.0,1138.0,970,30,2258611.0,85,333.0,103.0
2020-10-07,IN,128227.0,3727.0,1081.0,1281,16,2293378.0,106,333.0,101.0
2020-10-08,IN,129677.0,3742.0,1110.0,1450,15,2323256.0,107,342.0,107.0
2020-10-09,IN,131493.0,3761.0,1187.0,1816,19,2353729.0,111,357.0,116.0
2020-10-10,IN,133411.0,3782.0,1180.0,1918,21,2378319.0,108,339.0,115.0
2020-10-11,IN,134981.0,3789.0,1232.0,1570,7,2387385.0,104,349.0,119.0
2020-10-12,IN,136555.0,3795.0,1238.0,1574,6,2393732.0,124,346.0,122.0
2020-10-13,IN,138104.0,3822.0,1288.0,1549,27,2421127.0,131,382.0,132.0
2020-10-14,IN,139269.0,3836.0,1357.0,1165,14,2442572.0,113,396.0,125.0
2020-10-15,IN,141212.0,3864.0,1355.0,1943,28,2450279.0,125,377.0,132.0
2020-10-16,IN,143495.0,3887.0,1311.0,2283,23,2451285.0,120,379.0,136.0
2020-10-17,IN,145977.0,3918.0,1358.0,2482,31,2485506.0,131,403.0,136.0
2020-10-18,IN,147582.0,3937.0,1387.0,1605,19,2512174.0,111,403.0,136.0
2020-10-19,IN,149166.0,3960.0,1373.0,1584,23,2533863.0,111,383.0,125.0
2020-10-20,IN,150664.0,4008.0,1425.0,1498,48,2551406.0,157,412.0,141.0
2020-10-21,IN,152396.0,4023.0,1484.0,1732,15,2574800.0,180,412.0,141.0
2020-10-22,IN,155246.0,4065.0,1515.0,2850,42,2611265.0,141,433.0,143.0
2020-10-23,IN,157713.0,4092.0,1548.0,2467,27,2642522.0,194,433.0,152.0
2020-10-24,IN,160454.0,4118.0,1685.0,2741,26,2681197.0,129,481.0,152.0
2020-10-25,IN,162607.0,4130.0,1666.0,2153,12,2711078.0,140,500.0,165.0
2020-10-26,IN,164581.0,4143.0,1634.0,1974,13,2734945.0,138,500.0,164.0
2020-10-27,IN,166564.0,4194.0,1687.0,1983,51,2754311.0,159,494.0,156.0
2020-10-28,IN,169112.0,4227.0,1679.0,2548,33,2783748.0,209,470.0,166.0
2020-10-29,IN,172730.0,4260.0,1733.0,3618,33,2822852.0,196,508.0,159.0
2020-10-30,IN,175893.0,4286.0,1662.0,3163,26,2863919.0,216,517.0,170.0
2020-10-31,IN,179358.0,4332.0,1740.0,3465,46,2910617.0,162,515.0,174.0
2020-11-01,IN,182108.0,4364.0,1732.0,2750,32,2941037.0,176,495.0,167.0
2020-11-02,IN,185185.0,4390.0,1759.0,3077,26,2970330.0,132,528.0,170.0
2020-11-03,IN,188066.0,4439.0,1867.0,2881,49,2995343.0,229,566.0,194.0
2020-11-04,IN,191764.0,4464.0,1897.0,3698,25,3032762.0,229,545.0,183.0
2020-11-05,IN,196176.0,4511.0,1948.0,4412,47,3073855.0,185,568.0,197.0
2020-11-06,IN,200823.0,4547.0,2001.0,4647,36,3117069.0,207,540.0,191.0
2020-11-07,IN,205722.0,4592.0,2036.0,4899,45,3167518.0,268,559.0,195.0
2020-11-08,IN,210374.0,4629.0,2070.0,4652,37,3210666.0,232,524.0,173.0
2020-11-09,IN,214509.0,4664.0,2174.0,4135,35,3239034.0,233,547.0,180.0
2020-11-10,IN,219338.0,4731.0,2336.0,4829,67,3269653.0,285,599.0,183.0
2020-11-11,IN,224374.0,4762.0,2544.0,5036,31,3307845.0,261,649.0,196.0
2020-11-12,IN,230965.0,4813.0,2569.0,6591,51,3370098.0,289,671.0,220.0
2020-11-13,IN,236565.0,4863.0,2548.0,5600,50,3414373.0,515,664.0,216.0
2020-11-14,IN,244887.0,4888.0,2634.0,8322,25,3482745.0,295,689.0,227.0
2020-11-15,IN,251597.0,4910.0,2628.0,6710,22,3536082.0,321,729.0,224.0
2020-11-16,IN,256744.0,4936.0,2768.0,5147,26,3569955.0,339,750.0,232.0
2020-11-17,IN,262207.0,5025.0,2951.0,5463,89,3612076.0,346,796.0,246.0
2020-11-18,IN,268222.0,5084.0,3040.0,6015,59,3668049.0,348,847.0,262.0
2020-11-19,IN,275503.0,5143.0,3063.0,7281,59,3725334.0,423,854.0,269.0
2020-11-20,IN,282311.0,5206.0,3077.0,6808,63,3785422.0,352,898.0,278.0
2020-11-21,IN,289183.0,5246.0,3168.0,6872,40,3846380.0,362,925.0,291.0
2020-11-22,IN,295357.0,5305.0,3144.0,6174,59,3897545.0,335,878.0,310.0
2020-11-23,IN,300913.0,5332.0,3219.0,5556,27,3939645.0,317,915.0,317.0
2020-11-24,IN,306538.0,5435.0,3279.0,5625,103,3976683.0,358,909.0,325.0
2020-11-25,IN,312521.0,5498.0,3363.0,5983,63,4038194.0,333,956.0,326.0
2020-11-26,IN,318894.0,5561.0,3384.0,6373,63,4100250.0,357,955.0,338.0
2020-11-27,IN,324537.0,5594.0,3287.0,5643,33,4148596.0,366,946.0,338.0
2020-11-28,IN,329008.0,5663.0,3381.0,4471,69,4183401.0,389,938.0,356.0
2020-11-29,IN,333312.0,5685.0,3392.0,4304,22,4222028.0,303,951.0,355.0
2020-11-30,IN,338977.0,5723.0,3401.0,5665,38,4259964.0,386,968.0,389.0
2020-12-01,IN,344373.0,5864.0,3460.0,5396,141,4295987.0,406,990.0,386.0
2020-12-02,IN,350970.0,5973.0,3441.0,6597,109,4342486.0,430,1001.0,407.0
2020-12-03,IN,359430.0,6033.0,3362.0,8460,60,4402956.0,382,987.0,399.0
2020-12-04,IN,367329.0,6122.0,3289.0,7899,89,4464492.0,436,955.0,383.0
2020-12-05,IN,375019.0,6207.0,3255.0,7690,85,4525760.0,344,961.0,368.0
2020-12-06,IN,381617.0,6242.0,3189.0,6598,35,4577211.0,351,961.0,368.0
2020-03-06,KS,0.0,0.0,0.0,0,0,4.0,0,0.0,0.0
2020-03-07,KS,0.0,0.0,0.0,0,0,11.0,0,0.0,0.0
2020-03-08,KS,1.0,0.0,0.0,1,0,12.0,0,0.0,0.0
2020-03-09,KS,1.0,0.0,0.0,0,0,12.0,0,0.0,0.0
2020-03-10,KS,1.0,0.0,0.0,0,0,18.0,0,0.0,0.0
2020-03-11,KS,1.0,0.0,0.0,0,0,42.0,0,0.0,0.0
2020-03-12,KS,4.0,0.0,0.0,3,0,45.0,0,0.0,0.0
2020-03-13,KS,6.0,0.0,0.0,2,0,99.0,0,0.0,0.0
2020-03-14,KS,6.0,1.0,0.0,0,1,99.0,0,0.0,0.0
2020-03-15,KS,8.0,1.0,0.0,2,0,143.0,0,0.0,0.0
2020-03-16,KS,11.0,1.0,0.0,3,0,177.0,0,0.0,0.0
2020-03-17,KS,15.0,1.0,0.0,4,0,397.0,0,0.0,0.0
2020-03-18,KS,16.0,1.0,0.0,1,0,433.0,0,0.0,0.0
2020-03-19,KS,34.0,1.0,0.0,18,0,451.0,0,0.0,0.0
2020-03-20,KS,44.0,1.0,0.0,10,0,461.0,0,0.0,0.0
2020-03-21,KS,55.0,2.0,0.0,11,1,472.0,0,0.0,0.0
2020-03-22,KS,64.0,2.0,0.0,9,0,481.0,0,0.0,0.0
2020-03-23,KS,82.0,2.0,0.0,18,0,499.0,0,0.0,0.0
2020-03-24,KS,98.0,2.0,0.0,16,0,2184.0,0,0.0,0.0
2020-03-25,KS,126.0,3.0,0.0,28,1,2486.0,0,0.0,0.0
2020-03-26,KS,168.0,3.0,0.0,42,0,3037.0,0,0.0,0.0
2020-03-27,KS,202.0,4.0,0.0,34,1,3431.0,27,0.0,0.0
2020-03-28,KS,261.0,5.0,0.0,59,1,3932.0,0,0.0,0.0
2020-03-29,KS,319.0,6.0,0.0,58,1,4513.0,28,0.0,0.0
